# mart export 2024-02-12
# ensemble genes 11
# zfname hsname
cdh29	CDH3
cdh1	CDH3
cdk13	CDK13
cdk19	CDK19
cdk5	CDK5
cdkn1ba	CDKN1B
cdkn1bb	CDKN1B
	CDKN2A
cdon	CDON
	CDSN
	CDSN
	CDSN
	CDSN
	CDSN
	CDSN
cdt1	CDT1
CABZ01018956.1	CELF2
cep112	CEP112
cep120	CEP120
cep55l	CEP55
	CEP57
cep85l	CEP85L
cerkl	CERKL
cetp	CETP
cfap300	CFAP300
cfap410	CFAP410
cfap43	CFAP43
	CFAP44
cfap58	CFAP58
si:ch1073-349o24.2	CFAP65
	CFAP69
cfap70	CFAP70
maats1	CFAP91
cfl2	CFL2
cftr	CFTR
chata	CHAT
	CHCHD10
chchd10	CHCHD10
chd7	CHD7
chkb	CHKB
chmp4bb	CHMP4B
chmp4ba	CHMP4B
chrm3b	CHRM3
chrm3a	CHRM3
chrna1	CHRNA1
chrna2b	CHRNA2
chrna2a	CHRNA2
	CHRNB1
chrnb1l	CHRNB1
chrnb1	CHRNB1
chrnd	CHRND
chrne	CHRNE
chst14	CHST14
chst3b	CHST3
chst3a	CHST3
chsy1	CHSY1
chuk	CHUK
cidec	CIDEC
cisd2	CISD2
cited2	CITED2
ckap2l	CKAP2L
clcn7	CLCN7
cldn11a	CLDN11
cldn11b	CLDN11
cln3	CLN3
cln5	CLN5
cln6b	CLN6
cln6a	CLN6
	CLN8
cln8	CLN8
CLPB	CLPB
cnga3b	CNGA3
cnga3a	CNGA3
	CNGB1
cngb3.2	CNGB3
cngb3.1	CNGB3
cnot1	CNOT1
cnpy3	CNPY3
cntn1b	CNTN1
cntn1a	CNTN1
robo4	CNTN2
coa3a	COA3
coa5	COA5
coa6	COA6
coasy	COASY
cog1	COG1
cog2	COG2
cog4	COG4
	COG5
cog5	COG5
cog6	COG6
cog7	COG7
cog8	COG8
col11a1b	COL11A1
col11a1a	COL11A1
	COL11A2
	COL11A2
	COL11A2
	COL11A2
	COL11A2
	COL11A2
col11a2	COL11A2
	COL13A1
col1a1b	COL1A1
col1a1a	COL1A1
col1a2	COL1A2
	COL25A1
col2a1a	COL2A1
	COL3A1
	COL3A1
col4a1	COL4A1
	COL4A3
col4a4	COL4A4
col5a1	COL5A1
	COL7A1
col8a2	COL8A2
col9a1a	COL9A1
col9a2	COL9A2
	COL9A3
colgalt1	COLGALT1
COLGALT1	COLGALT1
colq	COLQ
wu:fc38h03	COLQ
comp	COMP
copa	COPA
coq5	COQ5
coq8b	COQ8B
cox10	COX10
cox11	COX11
	COX14
cox15	COX15
cox16	COX16
	COX20
cox4i1	COX4I1
cox5aa	COX5A
cox5ab	COX5A
cox6a2	COX6A1
cox6a1	COX6A2
	COX6B1
cox8a	COX8A
cpa6	CPA6
cpamd8	CPAMD8
cplx2	CPLX1
cplx2l	CPLX1
cpn1	CPN1
cpn1	CPN1
CABZ01055347.1	CPT1C
cpt1cb	CPT1C
crb1	CRB1
	CRB2
crls1	CRLS1
crtap	CRTAP
cryaa	CRYAA
cryaba	CRYAB
cryabb	CRYAB
cryba1a	CRYBA1
cryba2b	CRYBA2
cryba2a	CRYBA2
crybb1	CRYBB1
crybb2	CRYBB2
crybb3	CRYBB3
	CRYGB
	CRYGC
	CRYGC
	CRYGD
	CRYGD
crygs2	CRYGS
crygs1	CRYGS
csf1rb	CSF1R
csf3r	CSF3R
zgc:163030	CST3
cst3	CST3
	CST6
cst14a.2	CSTB
cst14a.1	CSTB
ctnna1	CTNNA1
	CTNNA3
ctnnb2	CTNNB1
ctnnb1	CTNNB1
ctns	CTNS
ctps1b	CTPS1
ctps1a	CTPS1
ctsd	CTSD
ctsbb	CTSF
ctsl.1	CTSF
tinagl1	CTSF
ctss1	CTSF
ctsf	CTSF
ctsk	CTSK
cux2b	CUX2
cxcr4b	CXCR4
cxcr4a	CXCR4
cyb5a	CYB5A
cyba	CYBA
cybc1	CYBC1
cyfip2	CYFIP2
cylda	CYLD
cyp2r1	CYP2R1
cyp2u1	CYP2U1
cyp7b1	CYP7B1
dcaf17	DCAF17
dclre1c	DCLRE1C
dctn1b	DCTN1
dctn1a	DCTN1
ddhd1a	DDHD1
ddhd1b	DDHD1
ddhd2	DDHD2
ddost	DDOST
ddr2b	DDR2
ddr2a	DDR2
ddx11	DDX11
ddx59	DDX59
degs1	DEGS1
dennd5a	DENND5A
	DGAT1
dgat1a	DGAT1
dgat1b	DGAT1
dgke	DGKE
dguok	DGUOK
dhdds	DHDDS
dhtkd1	DHTKD1
dhx38	DHX38
dicer1	DICER1
	DLL3
dlx3b	DLX3
dlx5a	DLX5
dlx6a	DLX6
	DMP1
dmxl2	DMXL2
	DNA2
dnah1	DNAH1
	DNAH10
DNAH10	DNAH10
	DNAH17
dnah2	DNAH2
dnah5l	DNAH8
dnah9	DNAH9
dnajb4	DNAJB4
dnajc19	DNAJC19
dnajc5ab	DNAJC5
dnajc5aa	DNAJC5
dnajc6	DNAJC6
dnm1b	DNM1
dnm1a	DNM1
dnmbp	DNMBP
dnmt1	DNMT1
dnmt3ab	DNMT3A
dnmt3aa	DNMT3A
LO018106.1	DOCK2
CABZ01109480.1	DOCK2
LO018564.1	DOCK2
CABZ01109481.1	DOCK2
LO018106.2	DOCK2
dock7	DOCK7
dock8	DOCK8
CABZ01081777.1	DOK7
dok7	DOK7
dolk	DOLK
dpagt1	DPAGT1
dpm1	DPM1
dpm2	DPM2
dpm3	DPM3
dpy19l1l	DPY19L2
dpys	DPYS
drd3	DRD3
dse	DSE
	DSG1
	DSG2
	DSG4
dspb	DSP
dspa	DSP
	DSPP
CABZ01044277.1	DST
CABZ01044281.1	DST
si:ch211-165e15.1	DST
dusp6	DUSP6
	DVL1
dvl3b	DVL3
dvl3a	DVL3
dym	DYM
dync1h1	DYNC1H1
DYNC2H1	DYNC2H1
dysf	DYSF
dzip1	DZIP1
EARS2	EARS2
ebf3a	EBF3
ecel1	ECEL1
edar	EDAR
	EDARADD
ednrbb	EDNRB
ednrba	EDNRB
eef1a2	EEF1A2
si:ch73-173h19.3	EFEMP1
EFEMP1	EFEMP1
egln1a	EGLN1
egln1b	EGLN1
egln1b	EGLN1
egr2b	EGR2
ehhadh	EHHADH
ehmt1b	EHMT1
ehmt1a	EHMT1
EIF2AK4	EIF2AK4
eif4a2	EIF4A2
elac2	ELAC2
emc1	EMC1
emg1	EMG1
emp2	EMP2
	ENAM
entpd1	ENTPD1
tgm8	EPB42
tgm5l	EPB42
epcam	EPCAM
epg5	EPG5
	EPHA2
ephb4b	EPHB4
epob	EPO
epoa	EPO
eprs1	EPRS1
ercc2	ERCC2
ercc3	ERCC3
ercc4	ERCC4
ercc6	ERCC6
erlin1	ERLIN1
ch25hl3	ERLIN2
erlin2	ERLIN2
esco2	ESCO2
esr2a	ESR2
esr2b	ESR2
	EVC2
exoc6b	EXOC6B
exosc1	EXOSC1
exosc2	EXOSC2
exosc3	EXOSC3
exosc3	EXOSC3
exosc8	EXOSC8
exosc9	EXOSC9
	EYS
ezh2	EZH2
fa2h	FA2H
FP102192.1	FAM111A
si:ch1073-475a24.1	FAM111A
fam161a	FAM161A
fam20a	FAM20A
CABZ01057057.1	FAM20A
	FAM83H
fam83ha	FAM83H
fam83hb	FAM83H
	FAN1
fan1	FAN1
FO834799.1	FANCA
fanca	FANCA
fancc	FANCC
fancd2	FANCD2
fance	FANCE
fanci	FANCI
CABZ01079748.1	FANCM
fars2	FARS2
fastkd2	FASTKD2
si:dkey-30j22.1	FBN1
fbn2a	FBN2
fbxo28	FBXO28
fbxo43	FBXO43
fbxo7	FBXO7
	FCGR3A
fezf1	FEZF1
fgf10b	FGF10
fgf10a	FGF10
fgf12a	FGF12
fgf12b	FGF12
fgf13a	FGF13
	FGF17
fgf5	FGF5
fgf8b	FGF8
fgf8a	FGF8
fgfr1a	FGFR1
fgfr1b	FGFR1
fgfr1bl	FGFR1
fgfr2	FGFR2
fgfr3	FGFR3
fhl1b	FHL1
fhl1a	FHL1
CABZ01011673.1	FIG4
FIG4	FIG4
figla	FIGLA
fkbp10a	FKBP10
fkbp10b	FKBP10
fkbp14	FKBP14
fkrp	FKRP
fktn	FKTN
	FLG
	FLNA
flnca	FLNC
flncb	FLNC
flrt3	FLRT3
flt4	FLT4
flvcr2a	FLVCR2
flvcr2b	FLVCR2
fmr1	FMR1
foxc1a	FOXC1
foxc1b	FOXC1
	FOXC2
	FOXE3
foxl2a	FOXL2
foxl2b	FOXL2
foxn1	FOXN1
	FOXP1
foxred1	FOXRED1
	FRAS1
frmd7	FRMD7
FRMD7	FRMD7
frrs1l	FRRS1L
	FSHB
	FSIP2
ftcd	FTCD
	FTCD
zgc:172145	FTL
zgc:56095	FTL
fxr1	FXR1
fyco1b	FYCO1
fyco1a	FYCO1
fzd2	FZD2
fzd4	FZD4
fzr1a	FZR1
gabbr2	GABBR2
CR855311.6	GABBR2
gabra1	GABRA1
LO018287.1	GABRA2
gabra2a	GABRA2
gabra5	GABRA5
	GABRB1
gabrb2a	GABRB2
GABRB2	GABRB2
gabrb3	GABRB3
gabrg2	GABRG2
gad1a	GAD1
gad1b	GAD1
galn	GAL
gale	GALE
galns	GALNS
galnt1	GALNT1
GALNT3	GALNT3
galt	GALT
gars1	GARS1
	GAS2L2
gata2a	GATA2
	GATA4
gata4	GATA4
gata6	GATA6
gatad1	GATAD1
gatb	GATB
gatc	GATC
gatm	GATM
	GBA1
gba	GBA1
gba2	GBA2
gbe1a	GBE1
gbe1b	GBE1
gcdha	GCDH
gcdhb	GCDH
	GCGR
gipr	GCGR
gch1	GCH1
gck	GCK
gclc	GCLC
	GCNT2
	GCNT2
gdap1	GDAP1
	GDF1
	GDF11
	GDF3
gdf5	GDF5
	GDF6
gdf9	GDF9
gfi1b	GFI1B
gfm1	GFM1
gfm2	GFM2
gfpt1	GFPT1
ggcx	GGCX
gins1	GINS1
gipc1	GIPC1
cx43	GJA1
cx30.3	GJB2
cx30.3	GJB6
cx47.1	GJC2
glb1	GLB1
gli2a	GLI2
gli2b	GLI2
gli3	GLI3
glis3	GLIS3
glra1	GLRA1
glrbb	GLRB
glrba	GLRB
glrx5	GLRX5
glud1a	GLUD1
glud1b	GLUD1
glyctk	GLYCTK
gmnn	GMNN
gmppaa	GMPPA
gmppab	GMPPA
gmppb	GMPPB
CABZ01075509.1	GNAL
gnao1a	GNAO1
gnao1b	GNAO1
gnas	GNAS
gnat1	GNAT1
gnb3b	GNB3
gnb3a	GNB3
gnb4b	GNB4
GNB4	GNB4
gnb5a	GNB5
gnb5b	GNB5
gne	GNE
gnrh3	GNRH1
gnrhr4	GNRHR
gnrhr1	GNRHR
gnrhr2	GNRHR
CABZ01080434.1	GNRHR
gosr2	GOSR2
got2b	GOT2
got2a	GOT2
	GP1BA
	GP6
	GP6
	GP6
	GP6
	GP6
	GP6
	GP6
	GP6
	GP6
	GP6
gpc6a	GPC6
gpc6b	GPC6
	GPIHBP1
	GPR179
si:ch211-156l18.8	GPR179
gpx4b	GPX4
grhl2a	GRHL2
grhl2b	GRHL2
grin1a	GRIN1
grin1b	GRIN1
grin2bb	GRIN2B
GRIN2B	GRIN2B
grin2db	GRIN2D
grin2da	GRIN2D
	GRK1
grk1a	GRK1
	GRK1
grm6a	GRM6
grm6b	GRM6
grnb	GRN
gsna	GSN
gsnb	GSN
gtf2e2	GTF2E2
gtf2h5	GTF2H5
gtpbp3	GTPBP3
gucy2c	GUCY2C
si:ch73-139e5.4	GUCY2C
	GUCY2D
guf1	GUF1
gyg1b	GYG1
gyg1a	GYG1
hadh	HADH
hax1	HAX1
si:ch211-5k11.8	HBB
hbaa1	HBB
hbaa2	HBB
hbae1.3	HBB
hbae1.1	HBB
hbae1.3	HBB
hbae3	HBB
hbae5	HBB
hcn1	HCN1
HEPACAM	HEPACAM
hepacama	HEPACAM
her11	HES7
her1	HES7
	HESX1
hfm1	HFM1
hgsnat	HGSNAT
hid1a	HID1
hk1	HK1
hmgb3a	HMGB3
hmgb3b	HMGB3
	HMGCS2
	HNF1A
hnf4a	HNF4A
hnrnpa1b	HNRNPA1
hnrnpub	HNRNPU
hnrnpua	HNRNPU
hoxa1a	HOXA1
	HOXA13
hoxc13a	HOXC13
hoxc13b	HOXC13
hoxd10a	HOXD10
	HOXD13
hpdl	HPDL
HPDL	HPDL
hs6st1a	HS6ST1
hs6st1b	HS6ST1
hsd17b3	HSD17B3
hsf2bp	HSF2BP
hspb8	HSPB8
hspd1	HSPD1
hspg2	HSPG2
htra1b	HTRA1
htra1a	HTRA1
HTRA2	HTRA2
HTRA2	HTRA2
si:dkey-33c12.11	HTRA2
si:dkey-19p15.4	HTRA2
si:dkey-112g5.12	HTRA2
si:dkey-84o3.3	HTRA2
si:dkey-112g5.15	HTRA2
zgc:174193	HTRA2
HTRA2	HTRA2
HTRA2	HTRA2
HTRA2	HTRA2
zgc:174193	HTRA2
HTRA2	HTRA2
BX510654.2	HTRA2
si:dkey-84o3.6	HTRA2
si:dkey-84o3.3	HTRA2
CT027677.1	HTRA2
HTRA2	HTRA2
HTRA2	HTRA2
si:dkey-112g5.11	HTRA2
HTRA2	HTRA2
HTRA2	HTRA2
HTRA2	HTRA2
HTRA2	HTRA2
HTRA2	HTRA2
si:dkey-23f9.4	HYLS1
	HYOU1
hyou1	HYOU1
iba57	IBA57
idh3a	IDH3A
idua	IDUA
ifitm5	IFITM5
ifngr2	IFNAR2
ifngr1	IFNAR2
il22ra2	IFNAR2
ifngr1l	IFNAR2
crfb15	IFNAR2
crfb16	IFNAR2
ifnlr1	IFNAR2
il10ra	IFNAR2
ifng1	IFNG
ifng1r	IFNG
ifngr2	IFNGR1
ifngr1	IFNGR1
il22ra2	IFNGR1
ifngr1l	IFNGR1
crfb15	IFNGR1
crfb16	IFNGR1
ifnlr1	IFNGR1
il10ra	IFNGR1
	IFNGR2
	IFNGR2
ift140	IFT140
ift172	IFT172
	IFT43
ift74	IFT74
ift80	IFT80
ift81	IFT81
	IGHM
	IGHM
ighmbp2	IGHMBP2
	IGLL1
ikbkb	IKBKB
ikzf1	IKZF1
ifngr2	IL10RA
ifngr1	IL10RA
il22ra2	IL10RA
ifngr1l	IL10RA
crfb15	IL10RA
crfb16	IL10RA
ifnlr1	IL10RA
crfb4	IL10RB
CABZ01013771.1	IL12B
il12bb	IL12B
il12ba	IL12B
lifrb	IL12RB1
lifra	IL12RB1
il11ra	IL12RB1
il6r	IL12RB1
ghrb	IL12RB1
ghra	IL12RB1
	IL17RA
il17rd	IL17RD
	IL21R
	IL2RA
il21r.1	IL2RB
csf2rb	IL2RB
il2rb	IL2RB
	IL6ST
	IL7R
impdh1b	IMPDH1
impdh1a	IMPDH1
impg2b	IMPG2
impg2b	IMPG2
impg2a	IMPG2
inavaa	INAVA
inavab	INAVA
CABZ01060373.1	INF2
inpp5kb	INPP5K
inpp5ka	INPP5K
ins	INS
insb	INS
insra	INSR
insrb	INSR
intu	INTU
iqsec1b	IQSEC1
IQSEC1	IQSEC1
irf2bp2b	IRF2BP2
irf2bp2a	IRF2BP2
irf6	IRF6
	IRF7
irf7	IRF7
irf8	IRF8
	IRF9
irf9	IRF9
irf4b	IRF9
isg15	ISG15
itga2.2	ITGA2
itga2.3	ITGA2
itga2.1	ITGA2
itga2b	ITGA2B
itga6l	ITGA6
itga6b	ITGA6
itga6a	ITGA6
CU469503.1	ITGA6
CABZ01072242.1	ITGA7
itgb6	ITGB6
itk	ITK
itm2bb	ITM2B
itm2ba	ITM2B
itpa	ITPA
itpr1b	ITPR1
itpr1a	ITPR1
ivns1abpb	IVNS1ABP
ivns1abpa	IVNS1ABP
jagn1a	JAGN1
jagn1b	JAGN1
jph2	JPH2
kank2	KANK2
katnb1	KATNB1
kbtbd13	KBTBD13
kcna2a	KCNA2
kcna2b	KCNA2
kcnb1	KCNB1
kcnc1a	KCNC1
kcnc1b	KCNC1
kcnc2	KCNC2
si:ch73-334d15.4	KCNC2
kcnc4	KCNC2
kcnd3	KCND3
	KCNE1
	KCNE2
kcnh2a	KCNH2
KCNH2	KCNH2
KCNJ10	KCNJ10
kcnj10a	KCNJ10
kcnj11	KCNJ11
kcnj13	KCNJ13
kcnj2a	KCNJ2
kcnj2b	KCNJ2
kcnj5	KCNJ5
kcnk9	KCNK9
KCNMA1	KCNMA1
kcnma1a	KCNMA1
kcnn4	KCNN4
	KCNQ1
	KCNQ1
	KCNQ2
kcnq2b	KCNQ2
kcnq2a	KCNQ2
kcnt1	KCNT1
KCNT1	KCNT1
	KCNT2
kcnt2	KCNT2
kcnv2b	KCNV2
kcnv2a	KCNV2
	KCTD1
kctd17	KCTD17
kctd7	KCTD7
kdf1b	KDF1
kdf1a	KDF1
kdsr	KDSR
si:ch211-185a18.2	KIAA0586
si:dkeyp-27e10.3	KIAA1549
si:ch211-1e14.1	KIAA1549
kif1aa	KIF1A
kif1b	KIF1B
kif1c	KIF1C
KIF1C	KIF1C
kif21a	KIF21A
CABZ01066312.1	KIF21A
kif3b	KIF3B
kif5aa	KIF5A
kirrel1a	KIRREL1
kirrel1b	KIRREL1
kiss1	KISS1
kiss1rb	KISS1R
kita	KIT
kitb	KIT
kitlga	KITLG
kitlgb	KITLG
kiz	KIZ
	KLC2
	KLF1
klhl10a	KLHL10
klhl10b.2	KLHL10
klhl10b.1	KLHL10
klhl40b	KLHL40
klhl40a	KLHL40
klhl41b	KLHL41
klhl41a	KLHL41
klhl7	KLHL7
	KLK4
kmt2cb	KMT2C
kmt2ca	KMT2C
	KNG1
kpna3	KPNA3
kras	KRAS
kremen1	KREMEN1
	KRT1
	KRT12
	KRT12
	KRT13
	KRT14
	KRT16
	KRT17
	KRT2
	KRT24
	KRT3
	KRT4
	KRT6C
	KRT71
	KRT74
	KRT83
	KRT85
kynu	KYNU
CABZ01065423.1	LAMA2
CABZ01092781.1	LAMA2
lama2	LAMA2
	LAMA4
lamb1a	LAMB1
lamb1b	LAMB1
lamb2	LAMB2
	LAMB3
lca5	LCA5
	LCK
ldb3a	LDB3
	LEMD2
lemd3	LEMD3
lfng	LFNG
si:ch211-191d15.2	LGI1
lgi1a	LGI1
lgi1b	LGI1
	LHB
lhcgr	LHCGR
lig3	LIG3
lig4	LIG4
lim2.5	LIM2
lim2.4	LIM2
lipeb	LIPE
lipea	LIPE
lipia	LIPH
litaf	LITAF
lmbr1	LMBR1
lmf1	LMF1
lmna	LMNA
lmnb1	LMNB1
lmnb2	LMNB2
lmod2a	LMOD2
lmod2b	LMOD2
	LMOD3
lmx1bb	LMX1B
lmx1ba	LMX1B
lpar6b	LPAR6
lpar6a	LPAR6
lratb.1	LRAT
lrata	LRAT
lrit3b	LRIT3
lrit3a	LRIT3
lrp12	LRP12
lrp2a	LRP2
lrp4	LRP4
lrp5	LRP5
	LRRC56
LRRC56	LRRC56
lrrc8ab	LRRC8A
lrrc8aa	LRRC8A
lrrk1	LRRK1
lrsam1	LRSAM1
lss	LSS
	LSS
FP102018.1	LTBP3
ltv1	LTV1
LYRM4	LYRM4
lyrm4	LYRM4
lyst	LYST
lztr1	LZTR1
	MAB21L2
	MACF1
mad2l2	MAD2L2
mafb	MAF
mafa	MAF
mafba	MAFB
mag	MAG
magi2b	MAGI2
mak	MAK
malt1	MALT1
map2k1	MAP2K1
map3k1	MAP3K1
mapk1	MAPK1
mapre2	MAPRE2
march6	MARCHF6
mark3a	MARK3
mark3b	MARK3
mars1	MARS1
mars2	MARS2
mast1b	MAST1
mast1a	MAST1
mast3a	MAST3
mast3b	MAST3
matn3a	MATN3
matn3b	MATN3
mbtps1	MBTPS1
	MCIDAS
mcm4	MCM4
mcm5	MCM5
mcm8	MCM8
mcm9	MCM9
mdh1ab	MDH1
mdh1aa	MDH1
mdh2	MDH2
mecr	MECR
med25	MED25
	MEFV
megf10	MEGF10
	MEIOB
msrb1b	MEIOB
meis2a	MEIS2
meox1	MEOX1
mertka	MERTK
mespbb	MESP2
mespba	MESP2
mespaa	MESP2
mespab	MESP2
mfn2	MFN2
mfrp	MFRP
mfsd8	MFSD8
mgat2	MGAT2
micu1	MICU1
	MIEF2
mief2	MIEF2
minpp1a	MINPP1
minpp1b	MINPP1
mipa	MIP
mipb	MIP
mipep	MIPEP
si:ch73-1a9.4	MIPEP
mir140	MIR140
mitfa	MITF
mitfb	MITF
	MKRN3
mlc1	MLC1
kel	MME
mmp30	MMP13
mmp25a	MMP20
mmp25b	MMP20
hpxa	MMP20
mogs	MOGS
morc2	MORC2
mpdu1b	MPDU1
mpdu1a	MPDU1
mpl	MPL
mpv17	MPV17
mpz	MPZ
mras	MRAS
MRAS	MRAS
mrm2	MRM2
mrpl12	MRPL12
mrpl3	MRPL3
mrpl44	MRPL44
mrps14	MRPS14
mrps16	MRPS16
mrps2	MRPS2
mrps22	MRPS22
mrps23	MRPS23
mrps25	MRPS25
mrps28	MRPS28
mrps34	MRPS34
mrps7	MRPS7
msh3	MSH3
	MSH5
	MSH5
	MSH5
	MSH5
	MSH5
	MSH5
	MSH5
msh5	MSH5
mtap	MTAP
mtfmt	MTFMT
mto1	MTO1
mtpap	MTPAP
mtrr	MTRR
	MUSK
CT025742.1	MUTYH
mybpc1	MYBPC1
mybpc3	MYBPC3
	MYH3
myh7l	MYH7
	MYH8
mylz3	MYL1
myl1	MYL1
	MYO18B
myo1ea	MYO1E
myo5b	MYO5B
	MYOCD
myod1	MYOD1
myot	MYOT
	MYPN
naa10	NAA10
naga	NAGA
naglu	NAGLU
nags	NAGS
nalcn	NALCN
nanos1	NANOS1
nansa	NANS
nansb	NANS
napba	NAPB
napbb	NAPB
nars2	NARS2
nbeal2	NBEAL2
ncf1	NCF1
ncf2	NCF2
ncf4	NCF4
	NCF4
NCKAP1L	NCKAP1L
	NDE1
nde1	NDE1
ndufa10	NDUFA10
	NDUFA11
ndufa11	NDUFA11
ndufa12	NDUFA12
CABZ01102240.1	NDUFA13
